gene	name	a1	a2	a3	b1	b2	b3	c1	c2	c3	d1	d2	d3
ENSRNOG00000000040	RGD1304622	5.60895110453397	7.58124653328804	6.14068263274754	7.12170493070722	6.78529813139083	6.4948468930652	6.65081998842783	5.71209621528786	7.15475891614345	7.1842198943051	7.955310560596	7.6220450800166
ENSRNOG00000000041	Slc26a1	1.19118430859572	1.39163307174103	1.17768924114523	1.20656830929787	1.17199606299222	1.5225297114346	1.6626662222417	1.46199972272052	1.25154011578943	0.819463698016117	1.68488530466097	1.06832965404011
ENSRNOG00000000042	Xpr1	10.3237222789754	10.6143796915096	9.89778178664438	10.1886429468112	9.25770380402903	9.74023725225753	9.87148112122955	10.2069950101509	9.71768309006186	9.7734062178032	10.3412523246976	10.3131595918705
ENSRNOG00000000043	Idua	10.6678588647998	11.0352876128903	11.3259085860525	9.7218128432614	9.30956411589697	10.3627506361752	10.1729237912695	10.3473652523995	13.0226195643137	10.9244635225938	10.6466574757941	10.0394253556661
ENSRNOG00000000044	Tmem175	3.93067611086159	3.69745732098102	4.57477137049597	4.4659188341847	3.2820148663852	4.29579751285354	4.92130795699338	3.28348138051725	4.15499365102232	4.13989589777342	4.65871673831759	4.5701693444479
ENSRNOG00000000047	Cd82	27.122475814566	30.1577911067356	29.0027754614343	25.4977368940975	26.6792640273203	27.4728922511636	30.9774119492826	26.2618412604429	27.7787993614534	23.0662951995958	27.0988152344203	24.0630761830136
ENSRNOG00000000048	Gak	16.9497257720526	15.811619593854	17.1073043117381	17.253991026567	17.044359695257	16.6785192562604	16.5336000503128	17.8145800526172	17.0611885783442	16.5346202555503	16.8680758689227	17.731475298933
ENSRNOG00000000054	Abhd8	34.9059430910146	31.5309727034844	30.870113487571	35.7429782789027	35.8737831480746	39.9055747185976	35.6998271658415	34.8807193688396	36.4707727594036	35.425148665798	35.9113218766103	33.6568601029714
ENSRNOG00000000055	Fcrl6	0	0	0.166264866072647	0	0	0	0	0	0	0	0	0
ENSRNOG00000000062	Pcgf3	13.6622268147837	12.4543663015521	12.9427314989987	12.2318430413819	12.3936816884766	11.7824994427795	13.125387548626	11.6808983333657	12.4251548861408	13.2625578930269	12.9869924675997	11.7459158951625
ENSRNOG00000000064	Atp5me	121.570821688592	91.258267648275	120.569136304746	103.729180512475	129.810470443922	121.180353906723	127.664979462546	124.748904355743	114.830476253125	117.961205515146	115.05983331061	113.470152254151
ENSRNOG00000000065	Pde6b	0	0	0.0727558739343868	0	0	0	0	0.0358294805217543	0	0	0	0
ENSRNOG00000000066	Fbxo28	22.3119777316611	20.7860974023851	21.2861233415411	24.861743465515	25.6154524797647	22.6661863076936	24.1436982475413	20.4676086986937	26.5121632671005	23.4122954453866	24.0403368407493	26.3624664515073
ENSRNOG00000000068	Ppp2r5a	19.0351400032929	17.8482680823268	17.052620384774	18.6298110520891	18.8461598400947	18.7227531736843	19.0022142004345	19.2440747161673	20.0021606154524	21.1634944024188	20.8955633218644	20.8468268155888
ENSRNOG00000000070	Dr1	15.8094765006424	13.9666576344457	14.1939534254373	15.4773480757661	15.7775022308009	16.3314278606345	14.4016345812568	16.3315733583192	14.482438957536	14.5569299152043	16.4134000872524	17.2940975383558
ENSRNOG00000000073	Tmed5	30.9807699376635	29.0606684991498	35.8825990309552	28.3464562345385	29.8195445089935	29.0661494036984	32.3526966278388	26.6600783969952	28.5738893095663	29.5564699813133	27.2401281272443	30.6090941997266
ENSRNOG00000000075	Mtf2	15.479005754239	13.374503300884	13.9965565274287	16.9323329120432	16.0600341710494	15.6644830011412	15.6162693437518	14.4201639625764	15.3575848545102	15.1130890645335	14.786721340434	16.2254185418248
ENSRNOG00000000081	Antxr2	16.8408829602769	18.6372688693733	18.0592363565671	15.349741224849	15.3217049253635	16.253944439758	17.1325492332272	16.6555447449637	17.3568038534805	14.8803461507441	15.39924354386	17.0047611388348
ENSRNOG00000000082	Hltf	11.0214421793855	11.8805915692703	13.1315530412646	10.8769327307878	10.8750231069556	12.5764936410541	14.2634163652451	12.3668442070208	12.8770917275405	10.4134524680294	11.2470315897956	11.0611508637417
ENSRNOG00000000091	Smad9	0.398407051797507	0.284299169724696	0.234147773853855	0.197847010597102	0.21017116614053	0.125258829814699	0.454534756600397	0.672634713664976	0.356220905532863	0.234205396712532	0.487255741778539	0.327564241717697
ENSRNOG00000000095	Gpr89b	11.2511893097788	13.1183759744395	11.342163658673	15.830643864316	15.4619533098846	14.4196717618074	13.7600819890994	12.3018465581577	13.3637992174041	14.9774972555136	13.7603151558005	14.8876157892159
ENSRNOG00000000096	Pdzk1	4.27507310979305	3.6042406717652	3.97247071681752	5.70622753836482	4.07848362562666	3.92325837868101	3.15469659994226	4.86564345485423	4.70355522941979	4.43856769576485	5.51107571643929	5.29016250374081
ENSRNOG00000000098	Rnf115	53.0018537457096	55.2766807695221	56.1375322551056	52.4412878356697	49.2383400272345	55.2340177668686	50.0098215962298	50.8231946798888	48.9441514852295	50.454833971118	51.3795272731081	50.3482663781517
ENSRNOG00000000104	Thoc3	30.1068947538204	28.6108431925131	30.953792437183	30.6979238025748	33.0681400423871	30.8649381612822	33.2214381907894	32.1693203547097	33.3667411170495	28.2538510677574	29.9917402722946	30.9554288501956
ENSRNOG00000000105	Cplx2	3.38576385396015	3.07398738147195	4.53415653206206	2.70592896014593	4.92630169093111	3.60371241104435	3.62132932493965	4.49131560151832	3.42235665459528	3.62371079333726	4.79860938982791	4.89326439194936
ENSRNOG00000000108	Aga	19.1567722914655	19.4786789354006	19.2877047396711	19.3847168185006	21.1895747971222	18.5048021536562	22.630274961725	21.232736711914	21.6748146942667	18.3260491160422	20.9202096153137	19.6538043400845
ENSRNOG00000000109	Fgf20	0.24799369391021	0.369732005783661	0.327933792757919	0.138546524494014	0.486323250752231	0.526290758115745	0.462978196030717	0.780558341512949	0.146735982766925	0.45636799442361	0.511816600307213	0.344075609999402
ENSRNOG00000000111	Coprs	7.71871656490916	7.13088853343479	8.12765618508263	7.42658713067959	8.63054049915572	10.4148353867047	8.65602714972262	6.56233557679883	9.03272054367118	8.63108108010327	7.17838371471176	7.83360520703887
ENSRNOG00000000112	Champ1	8.17750648056919	7.91723024064223	7.1514072107025	6.89841016045004	6.95668604095592	7.62570509468757	7.81368670545506	9.39539021953959	7.17731716945129	7.32641280314824	6.8916190493532	6.96206536070601
ENSRNOG00000000113	Elac1	0.677610414002192	0.499571440493466	0.62224743380767	0.84725401068395	0.632768968714997	0.551621748412924	0.545919613421711	0.402740543043894	0.859150562004508	0.66801750241573	0.702935704582721	0.764797823178325
ENSRNOG00000000121	Pigv	1.92979582628496	2.08466165144835	1.93447475095258	2.26752593435142	2.21023731319317	2.30458068706874	2.39697512460291	2.25664305320443	2.35735848232904	3.00713910611271	1.96997164934572	2.44715000173044
ENSRNOG00000000122	Ak2	57.0595132443809	56.0220970639272	55.0111133091568	57.7644385476172	58.4180455530441	62.5412962081921	58.5346475820453	57.3405314197754	55.6682520708056	60.1301978441069	53.0407862822557	59.9150309680454
ENSRNOG00000000123	Rnf19b	64.0898614198337	71.2238979598433	71.4197919535858	69.4085295638206	61.3205002019027	61.4992030859316	49.2278175245125	56.7445687609975	57.0824679469664	63.5408888537673	57.8418375860011	59.3708572905033
ENSRNOG00000000127	Kpna6	22.5885619720146	21.2014157162659	23.7669188185664	25.8845841955237	26.0768543704785	23.8846517035441	24.4017130166474	24.788028940967	23.1987365482042	24.1640586630711	27.1579452372609	26.339487550191
ENSRNOG00000000129	Phf24	0.184375397415761	0.341047081098129	0.196619604718043	0.299046540910321	0.34990240386242	0.504877914323957	0.346985397307891	0.355034615907101	0.330799707412814	0.533568813186515	0.395521862579798	0.247557325015818
ENSRNOG00000000130	Dnajb5	13.7732989134179	13.2526938171812	13.6116307588721	14.8136497406175	15.2472428986065	17.2328789534555	16.3259068989398	15.7114350931472	14.5620188331414	16.6855167295657	17.4035112247808	14.2455229196297
ENSRNOG00000000133	Txndc15	27.2216623109701	23.1265609894987	22.652383184528	22.7786240722449	23.6210481570257	23.7549577137249	25.8504224148715	26.5183691655625	25.3122024051921	25.0511114497517	24.2518523616398	23.0007065380035
ENSRNOG00000000137	Ly86	0	0	0.0483411511376127	0	0	0	0	0	0	0	0	0
ENSRNOG00000000138	Glis1	1.40274903577423	1.60872953734084	1.18103610171686	1.90194836174145	1.93583228454967	1.30077030295573	1.61835041137503	1.36850595943924	1.26830839806672	1.88528872653295	1.80713749677883	1.33028543841915
ENSRNOG00000000142	Plxdc2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000145	Pik3r3	22.72028730429	20.718608277433	20.2540359861613	24.8073634574147	23.6692551622545	22.0005070627399	20.970346863605	24.041654592207	22.2532594945542	24.4808029512851	22.9049092262972	25.188911865779
ENSRNOG00000000150	Dnajc1	8.72189039833421	9.17481509868777	7.66681759898156	7.93066534117224	9.6228810116151	9.6920986458432	8.42216580312233	8.07350300664731	8.89771762286293	9.29353573438209	8.59793574617749	8.3919317544004
ENSRNOG00000000151	Ldlrap1	24.9319436897679	22.2407417916165	22.8235353124098	22.2735396192312	22.2654570440924	21.3749734026591	23.7456298406782	23.5792985148459	24.0008158172009	23.039375084075	22.6016098831052	23.1926117048103
ENSRNOG00000000155	Cog3	8.7461977193634	8.53775310600123	8.98198712813814	7.37812513301964	7.12668796224899	7.42033452672039	8.31598986302746	7.7612061860953	8.31202709666622	7.73171195149275	6.73396168834382	7.35025180485063
ENSRNOG00000000156	Megf6	0.0544422668171063	0.0981146596762433	0.0257112802837991	0	0.0561910302071541	0	0.0362992848749224	0.0844121366703236	0.092037357880325	0.00894525486265044	0.071339386750283	0.0449614355238892
ENSRNOG00000000157	Atg12	12.5505943068513	13.8520268278702	12.7727974382155	13.2063801630206	14.5257928274124	14.2404222858	15.7637891660538	15.2582776907153	12.2386308982143	13.3489347470083	12.5389955724399	13.1021334979466
ENSRNOG00000000158	Cdo1	0.193408125413669	0.126747593955937	0.152233757960538	0.185230679486562	0	0.0325753639534202	0.128954524709643	0.0599754347864147	0	0	0.190076817143077	0.0319454257472271
ENSRNOG00000000161	Chm	5.5780796721469	5.96859974613942	5.23281405410999	5.01052677865323	6.10532493255373	5.91028714915839	6.00871571211804	5.24295215172714	5.02626278500075	5.27297649035003	5.72684032654505	6.33344156324347
ENSRNOG00000000164	Lamp2	34.2486470144358	35.1599112411374	37.8027602934061	34.5710738504921	39.3073574056721	36.0717476187755	36.0724143444541	34.9981716883233	38.687085794252	34.7415535911307	35.6986636844817	37.0507334086937
ENSRNOG00000000165	Pfkfb1	4.95855644464114	5.61977177315556	5.42125568255083	3.95431682616616	5.35867153173575	5.13541683227264	4.37897340983845	4.60085247798003	5.49969955639518	5.1439587344257	4.63745427902668	3.64218582917982
ENSRNOG00000000166	Apex2	11.1749233864351	11.1932474247314	10.543767523048	13.5847481351748	13.7614508740664	12.5249201253358	11.0523760093123	10.4368572648133	10.670197690259	12.9631651717909	11.6580447847754	13.1422276036328
ENSRNOG00000000167	Alas2	0.329171485801682	0.323577619102311	0.233185193077477	0.315253859434478	0.315477448187706	0.221766917602729	0.137171565338623	0.204150709159924	0.389536529791333	0.189298325025081	0.107833918872537	0.299032823952461
ENSRNOG00000000168	Gatm	17.4949826689436	18.0727319170811	17.1103041480671	19.6402091048802	17.1694595329103	20.7824935618059	20.4518986713334	21.6262704386691	18.8051680928791	21.2439651885574	20.1350907215185	19.7114475654383
ENSRNOG00000000169	Spata5l1	2.0140184145289	2.519736081525	3.24833578330586	2.7208674600211	1.94642991842422	2.7414925745385	1.58089268467572	2.58333565442564	2.66502843130949	2.6954748290086	2.60311684269895	1.75703676594833
ENSRNOG00000000170	Slc30a4	10.6687960169809	10.372443725352	10.469944263096	12.8659969525914	12.1816278486533	12.7181256381752	11.9943445773294	13.4892826450868	12.364975663208	12.2609869248863	10.9617525389392	12.7949936296098
ENSRNOG00000000172	Sqor	7.54343524313007	7.11479856714912	7.56727268223078	7.44039732222997	8.40323097635176	8.40299939834037	8.42236530487056	8.22955707272236	8.49583821996287	8.55641343154869	7.87365389671017	8.96229918200546
ENSRNOG00000000175	Mier2	5.74178340723874	5.61213945430568	6.435043061632	6.28793771861335	5.40430647606258	5.53871771107907	6.5282710936965	6.53276810736644	6.60170679259193	6.37877992205727	6.6581774492728	5.73336684897399
ENSRNOG00000000177	Plpp2	9.97776970542978	7.9602861462299	10.0670919062341	7.86956622452222	10.3509464957784	9.898404958482	9.70675876905311	8.89054705020167	10.086236995032	9.68557074054709	9.88950703716866	9.64798181106103
ENSRNOG00000000184	Tmprss6	5.64709838567258	6.42532700788875	5.48787163390803	5.77563299448624	4.61231000780551	5.36040435060917	6.34264521607589	6.56337586047482	6.43274719787334	5.13975306401918	5.93948491585861	5.41097768239767
ENSRNOG00000000185	Mpst	30.7096554074711	30.9576961689799	30.2679496496367	20.3517784786191	22.0707079874886	23.7511750771463	33.5370061133009	29.9697629636853	33.1943429805464	20.2790352139926	23.2232707416466	21.9019466715384
ENSRNOG00000000186	Tst	11.6723848039532	8.81094709195041	10.500989051355	10.2654897946843	7.52957404988113	9.59556281332855	11.6776128788633	12.1489252922508	10.1438650687664	10.5669399829895	9.6714721308675	8.40837986394279
ENSRNOG00000000187	Csf2rb	0	0.0178299367644438	0.0171321171038159	0	0	0	0.0362807837103582	0	0	0.017881391218815	0.0356515131032887	0.0179754077599076
ENSRNOG00000000190	Ep300	0	0	0	0.0139074177198833	0	0	0	0	0	0	0	0
ENSRNOG00000000195	Vwa5a	75.3256981708132	89.8187976151814	86.5191437891249	63.6634350476833	64.3679489228991	63.0102437655268	73.0497698608401	73.9210586763892	74.087496047641	60.859578173334	62.5839038144208	70.0031566532746
ENSRNOG00000000196	Cyp19a1	0	0	0.158331607023298	0.0356759717643343	0	0.0188223317190732	0.0186277645602903	0.103963000704434	0	0.0918090271405661	0	0.0184583478846504
ENSRNOG00000000199	Dppa5	0.257773726909486	0.369531717589846	0.63912448694193	0.0720051655468889	0	0	0.0751932017321016	0	0	0.0741196258548909	0	0
ENSRNOG00000000201	Gsta5	0	0	0	0	0	0	0	0	0	0.0623518179584982	0.248631286879097	0
ENSRNOG00000000204	Syncrip	34.3887797464022	34.668803351504	33.3831162464308	33.5316419266674	34.1469803149633	32.4734768588249	34.1647767711895	35.0246042393433	33.8782421570264	36.298949075868	33.3944980814421	36.0343320297151
ENSRNOG00000000219	Ano10	6.33056075843275	6.48807650155553	5.34913430088122	5.30503726133016	4.63224779369058	5.04078951468372	6.35299092899695	5.47358668594364	5.73043026143728	5.92268233857512	6.09384116911983	4.62923357968026
ENSRNOG00000000221	Abhd5	13.6549590258576	12.3968652958454	11.6123149403508	13.3720342904843	12.4112013225896	12.3398736191951	12.0454809599718	13.283959050843	10.9983204583272	12.1366254860768	11.0824288235271	12.183905516428
ENSRNOG00000000230	Lmf1	8.48109769518228	11.5908938404294	8.6119471035854	8.4257756858913	10.8559853895894	9.21403094179739	10.0558031768444	8.82224268035438	10.0364020199276	9.70948061123936	8.7585053926716	7.97147774536286
ENSRNOG00000000231	Kctd17	29.8270892083952	28.8518402865388	28.3527108012621	29.6915795997454	26.1624834776884	28.7941017721255	29.1477128463756	29.9642340036867	29.3362382874895	28.0113084095876	29.094816916006	28.6622609917049
ENSRNOG00000000233	Grm6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000236	Zfp207	62.1245180155275	65.0329515725348	60.4974664905734	61.5982535564748	58.7643802172801	58.0008029103875	62.7533439718609	59.3053333120342	55.6383128641806	59.6481868745384	55.0250948394193	61.2876595828117
ENSRNOG00000000237	RGD1310429	5.84533153861929	5.13176998471467	5.04198206365301	5.17993107216165	5.28415638766561	6.1549356392413	7.24372218272069	5.62226106643608	6.58333895546902	6.56072970177234	7.1643050549611	6.99140418996582
ENSRNOG00000000239	Ccl7	218.487775894653	276.420620041261	364.70749865834	175.415729034947	223.359345073437	166.80475235034	207.51476179246	222.065310087802	227.29169385661	142.229552316142	120.90566839444	172.417704206687
ENSRNOG00000000244	Coil	3.70943733313131	3.35760108692523	4.42545829372559	4.3330947695771	4.85692998456889	4.5541340978659	3.77376668391495	3.69328124646553	4.22643872373598	4.05485256351882	4.53433500674179	4.94457399847131
ENSRNOG00000000245	Slc16a6	0.033131670185687	0	0.133868700700418	0.0246795402067541	0.0797904491210928	0.0260414205681216	0.115975032360157	0.0119864011593414	0.117622543753067	0.0762127941447828	0.126626120037387	0.0255378349203032
ENSRNOG00000000246	Amz2	10.8206743601043	8.62938933305322	8.67869956631149	9.7507792234237	10.8754493210501	10.8303707826004	10.1982583642384	9.45688830883751	10.3910910737074	11.9792808943684	10.6254456010043	9.87122144187833
ENSRNOG00000000247	Mfsd11	10.7534945902044	10.3662925110279	10.6417566880058	9.00495902853917	9.24508087776381	9.15810313606203	10.6556606267977	10.5699250835155	10.1445321351342	8.08892057538986	8.69227147475608	10.2081392182814
ENSRNOG00000000248	Srsf2	301.397672233888	316.399256612911	306.636355348518	320.291485045018	299.299153543331	324.910307617511	305.737679506026	319.082670621585	312.291754040751	314.38221735008	317.104011038891	300.286432840402
ENSRNOG00000000249	Mettl23	0.506698078919532	1.04598346640049	1.89842071056702	1.81169142992837	1.41202965181689	2.03114428796608	1.2415621681347	1.209869900409	1.19923760002204	1.92317035856046	1.04573823650809	2.16761918757929
ENSRNOG00000000250	Jmjd6	30.7460233717636	31.4577226969802	34.4088344436144	47.0971700530801	52.5662429943732	52.7696331464295	30.3951271132331	28.1272979992713	33.480885043196	47.5762917228097	46.9447534441815	49.2448306799835
ENSRNOG00000000251	St6galnac1	4.91580888300528	5.74606550946525	6.52124126414624	5.00673934155992	4.25411210711298	3.72263721158937	5.47108221528448	5.15065068627727	4.20635065971368	3.08790937135954	4.98598196373659	4.54691653214086
ENSRNOG00000000257	Smpd3	17.3872008696246	14.6118206014384	14.3999487736222	10.6769579368942	7.93319942795541	7.76753803355478	11.8908757511021	14.734401302006	14.2505318384769	10.4895000057036	11.2164171461614	12.2758630094739
ENSRNOG00000000258	Prmt7	18.620531775386	15.4288681735655	16.0936291148199	20.5810902670242	18.3205821081551	19.4914661623689	16.9783081628976	17.6670996383359	19.6432171664231	21.7551293874787	22.316731137152	21.4516244300315
ENSRNOG00000000262	Zfp821	13.4094230643949	13.2166409630121	14.6585714491035	13.403208717904	13.1768867778476	14.9257389511969	14.0466251662655	12.7636485682257	16.8571203798042	14.3634535253347	14.4415667137246	14.1417733597191
ENSRNOG00000000264	Def8	6.89977087555167	7.00764365152169	6.00849619726061	6.92537860582602	7.66455910543191	8.03139874166089	8.32362317448516	7.59967320815001	8.07858937966287	7.54907205312481	8.48094823480307	7.08171913440063
ENSRNOG00000000274	Phyhipl	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000275	Fam13c	0.64753519001463	0.371309820957813	0.799181985747434	0.419639501446488	0.374267569440914	0.595484660505998	0.67999513029738	0.61846165868629	0.551723972566042	0.461752891329224	0.326676035576781	0.568995683957404
ENSRNOG00000000277	Tet1	0.0747261743041544	0.0599893070854657	0.0576414738617851	0.141940608876523	0.1928162144541	0.0969121067737225	0.0435956012002222	0.121655218038097	0.0442149090649969	0.154703383704966	0.051407350839284	0.112317675238658
ENSRNOG00000000279	Rtn4ip1	5.00501885268744	5.140261606311	4.95966398914439	5.71750404305786	6.12955347902989	6.12108373571762	4.18381112657963	4.84435050642987	4.68524998362897	5.92835995205078	4.71080177017456	5.91634500418359
ENSRNOG00000000281	Prodh1	2.48752749951074	1.7521118595998	2.56847545194652	2.49490500828989	2.58764642433415	2.14763127214826	3.81663438757504	3.38008815946108	2.89734469397449	2.23025192694361	2.42543226258598	2.03816192353028
ENSRNOG00000000282	Gsc2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000283	Ess2	25.0725925011903	25.3874698048691	23.9275564986076	21.1882483381241	23.6668684743544	23.9477505658217	21.1697114656864	26.1215552617733	24.6002451016314	23.5443347932351	26.3822227354889	25.6251802204323
ENSRNOG00000000288	Scarf2	29.1067898332488	29.3745203746174	27.9090924847599	26.8044758521669	23.4080517505789	25.4198593131062	30.9209336153463	31.6500725996822	31.7638983655943	27.2933972104907	27.3492932529208	27.2160164597462
ENSRNOG00000000299	Foxo3	21.8534506539767	22.6077007841337	23.0478128985351	25.9235230139299	23.4554493964334	23.6310325458598	24.250078975011	22.5569290167361	23.4375457360242	23.0680480375063	26.5411565357116	27.7874836682198
ENSRNOG00000000302	Sesn1	5.23986895015049	4.42790115082452	4.10265389836971	3.59966645406598	3.53213736921611	2.2760272922896	4.06620113914581	4.69385827427048	5.04369764327079	2.95564699813133	3.30577434308015	4.10168763988671
ENSRNOG00000000303	Cep57l1	8.86097186251358	8.78664306269189	8.2060427953038	6.68047924796136	8.90541149125796	9.79279673551833	11.3207542607775	9.59775901469358	7.9438934332446	9.94438313553119	9.27717648365931	8.65136121503778
ENSRNOG00000000304	Cd164	133.481815550247	126.547365066553	130.573961951579	125.546202507915	126.935288372614	125.840235594517	122.075113985312	125.594634427536	125.282757497267	124.338417070091	126.065911775291	127.725625176436
ENSRNOG00000000306	Smpd2	7.41779387844911	6.40052517950009	4.54115728841624	4.10462796498889	4.44780861846113	6.33011580914306	6.37458784833339	6.05730284135197	6.77168057990831	3.73764330481843	6.26402406346142	6.04434418852526
ENSRNOG00000000307	Mical1	4.80063471473612	4.36289879692898	5.44693763663871	4.36633133386989	3.52581461324715	3.60038841595585	4.80122202688741	5.96870913499416	4.90005227520319	4.3010763657141	5.07401892640536	3.9197471040161
ENSRNOG00000000308	Zbtb24	2.33145663828962	2.32565688718832	2.20787431131302	2.07588140481915	2.44394551820572	2.59129758225647	2.12528555851083	2.21412496829337	2.27043558048759	2.52789626290128	2.25549751807359	2.54118740227464
ENSRNOG00000000312	Fig4	4.43578522195203	4.21175432607124	4.52302451413631	4.45743025121392	4.63772701925044	5.12789751887721	4.23467663012515	4.82997637424419	5.7605304509463	5.16807665073195	4.59056154414669	4.59579745367473
ENSRNOG00000000314	Sec63	23.235880202027	23.2984780624715	21.7878822476841	23.171340655653	23.8264703974429	23.8004861027315	23.5368487618727	26.0788978146188	23.3264471051096	23.1400420576759	24.7466660696123	24.1080636612829
ENSRNOG00000000316	Sobp	0	0	0.00753884877938548	0	0	0	0	0	0	0	0	0
ENSRNOG00000000321	Cd24	0.0184124090649633	0.0211160981479912	0.0202896662521248	0	0	0	0.193353947311118	0.0199837666008658	0	0	0	0.0851535211869748
ENSRNOG00000000322	Atg5	16.7483542399037	16.4047600177256	18.2262954102239	17.3375915999422	18.3031785592033	20.5504010311862	17.4641270606773	17.0056061377251	17.3310689509272	18.740142255485	16.2054063529984	17.6995913168636
ENSRNOG00000000323	Prdm1	0.113557249874692	0.13023206389287	0.0481288856782456	0.224483458071916	0.180315186117213	0.175078588395702	0.0713459741520704	0.0379226116862554	0.134381922362149	0.0904208494106057	0.0801240191393499	0.111095432495511
ENSRNOG00000000327	Hace1	10.6455592026562	9.69310120754903	9.65514983478515	11.091564923665	12.8677937506941	11.5136794509775	11.5248041885548	11.1640080722144	9.78198815995228	13.2275024602574	11.3107032554349	11.3340155483721
ENSRNOG00000000335	Ermap	0.0177069800798892	0	0	0	0	0	0	0.0192181346761422	0	0	0	0
ENSRNOG00000000340	Rtraf	73.9792306775477	72.9723351366152	72.8099246253731	79.2032779224276	80.297498110374	81.2324074150104	79.6796875917098	75.2770806057787	79.0941242668962	76.6092533543907	70.7656942194381	71.0948383223931
ENSRNOG00000000341	Nid2	45.8026272476855	47.1461333328301	43.6999865930569	46.9906281947944	41.2659872826536	43.2054258571373	47.0525347517219	46.2881560338545	44.1579977251818	45.9080271307118	44.9542194865614	47.3429207562683
ENSRNOG00000000368	Grik2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000376	Tmem167b	0.203354829006372	0.233215572878925	0.448176183435823	0	0	0	0.949105301862971	0	0	0	0.466321791391017	0
ENSRNOG00000000383	Mypn	0.0351892609316929	0	0	0	0.0453994878332034	0	0	0.0381923937728525	0	0	0.0201735056840951	0.010171433385389
ENSRNOG00000000384	Atoh7	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000386	Pbld1	0	0	0	0	0.0231947678016199	0.0264954826654538	0.0262215978535325	0	0	0.0258472172676682	0.0515335967892823	0.0519662328461769
ENSRNOG00000000387	Dna2	10.7552315159194	9.42199402713764	10.8730641409078	11.6761060528763	11.9171438602031	11.3468973846558	10.4118751552188	12.3207770344488	11.3070155310359	12.6494572271461	13.0794988349664	12.1944904544829
ENSRNOG00000000392	Supv3l1	13.1649488181364	11.6825338279835	10.284640030337	11.8695082178454	14.1947747727907	13.9782345322512	12.3507639561459	13.9384700755114	12.9527356131236	12.523512570855	12.6150484611376	13.4666657433535
ENSRNOG00000000394	Srgn	45.1499903204078	54.9625270219908	54.2620775746171	38.5613977543875	42.0467391870081	39.3889344803617	56.2101341781793	57.6530889461159	52.8824615218429	37.0747982328282	39.3255041029205	39.2442848255733
ENSRNOG00000000395	Kifbp	11.9565107795413	10.6026709521808	11.4741402518523	11.9078172126225	12.7486843589006	11.454945759976	12.7865575389872	12.9564709637852	11.4307330575434	12.6473093269432	12.6079595450164	13.1274402870605
ENSRNOG00000000396	Ddx50	8.77847524748793	9.19680804637918	10.4839761862839	7.86008163085471	9.41552419774735	9.24488322251414	9.9521331480997	10.8537965731544	10.0654340597857	8.86860444180247	8.73219895857303	9.86162001604781
ENSRNOG00000000397	Ccar1	26.7048385191235	24.5738178387933	24.763867112186	29.3231159161396	26.779967216586	27.6550175578973	22.9331687020697	25.5916859277159	25.3326118011286	27.7326921706509	27.3056735406901	28.0088335024485
